simu_time,a1_x,positon_x_t,positon_x_t+1,distance_in_x
915492,9.810000192,0.22740528,0.224906936,0.002498344
915501,9.809992742,0.224906936,0.222408831,0.002498105
915511,9.810015093,0.222408831,0.219910726,0.002498105
915522,9.809992742,0.219910726,0.217412144,0.002498582
915532,9.810000192,0.217412144,0.214918017,0.002494127
915540,9.809992742,0.214918017,0.21243602,0.002481997
915550,9.810000192,0.21243602,0.209953755,0.002482265
915560,9.810007643,0.209953755,0.207471758,0.002481997
915569,9.810007643,0.207471758,0.204989269,0.002482489
915578,9.810000192,0.204989269,0.202507019,0.00248225
915587,9.809986222,0.202507019,0.200025007,0.002482012
915595,9.810014162,0.200025007,0.197542995,0.002482012
915604,9.810000192,0.197542995,0.195060745,0.00248225
915613,9.809985291,0.195060745,0.192578256,0.002482489
915622,9.810007643,0.192578256,0.190096244,0.002482012
915630,9.810006711,0.190096244,0.187613994,0.00248225
915638,9.809986222,0.187613994,0.185131982,0.002482012
915647,9.810014162,0.185131982,0.182665795,0.002466187
915658,9.809992742,0.182665795,0.180222571,0.002443224
915667,9.809992742,0.180222571,0.177779809,0.002442762
915676,9.810006711,0.177779809,0.175337046,0.002442763
915685,9.810000192,0.175337046,0.172894061,0.002442985
915695,9.810006711,0.172894061,0.17045106,0.002443001
915704,9.809986222,0.17045106,0.168008059,0.002443001
915714,9.810000192,0.168008059,0.165565073,0.002442986
915723,9.810007643,0.165565073,0.163122296,0.002442777
915733,9.810006711,0.163122296,0.160679311,0.002442985
915741,9.809986222,0.160679311,0.15823631,0.002443001
915750,9.810014162,0.15823631,0.155793309,0.002443001
915760,9.809985291,0.155793309,0.153379261,0.002414048
915770,9.810014162,0.153379261,0.151007488,0.002371773
915780,9.809985291,0.151007488,0.148635715,0.002371773
915790,9.810007643,0.148635715,0.146264195,0.00237152
915799,9.809992742,0.146264195,0.143892199,0.002371996
915809,9.810007643,0.143892199,0.141520664,0.002371535
915818,9.810007643,0.141520664,0.139148891,0.002371773
915834,9.809992742,0.139148891,0.136777133,0.002371758
915844,9.809992742,0.136777133,0.134405598,0.002371535
915857,9.810014162,0.134405598,0.132033616,0.002371982
915867,9.809985291,0.132033616,0.129662067,0.002371549
915877,9.810028132,0.129662067,0.127302736,0.002359331
915887,9.809972252,0.127302736,0.125043556,0.00225918
915898,9.810000192,0.125043556,0.122784168,0.002259388
915909,9.810007643,0.122784168,0.120524764,0.002259404
915919,9.810007643,0.120524764,0.118265375,0.002259389
915928,9.809985291,0.118265375,0.116006196,0.002259179
915937,9.810015093,0.116006196,0.113746792,0.002259404
915945,9.809979703,0.113746792,0.111487404,0.002259388
915954,9.810034651,0.111487404,0.109228,0.002259404
915963,9.809971321,0.109228,0.106968611,0.002259389
915972,9.810000192,0.106968611,0.104709432,0.002259179
915984,9.809994604,0.104709432,0.102511555,0.002197877
915994,9.810028132,0.102511555,0.100412577,0.002098978
916004,9.809985291,0.100412577,0.0983136,0.002098977
916014,9.810007643,0.0983136,0.096214831,0.002098769
916023,9.809993673,0.096214831,0.094115853,0.002098978
916032,9.810000192,0.094115853,0.092016876,0.002098977
916041,9.810000192,0.092016876,0.089917898,0.002098978
916051,9.809992742,0.089917898,0.087818921,0.002098977
916063,9.810000192,0.087818921,0.085720152,0.002098769
916074,9.810021613,0.085720152,0.083621174,0.002098978
916083,9.809972252,0.083621174,0.081533253,0.002087921
916093,9.810021613,0.081533253,0.079644173,0.00188908
916102,9.809993673,0.079644173,0.0777549,0.001889273
916112,9.810007643,0.0777549,0.075865641,0.001889259
916121,9.809966664,0.075865641,0.073976368,0.001889273
916130,9.810046758,0.073976368,0.072087109,0.001889259
916139,9.809978772,0.072087109,0.070198029,0.00188908
916153,9.810007643,0.070198029,0.068308756,0.001889273
916162,9.809985291,0.068308756,0.066419497,0.001889259
916173,9.810014162,0.066419497,0.064530239,0.001889258
916183,9.809974115,0.064530239,0.062640965,0.001889274
916194,9.810040239,0.062640965,0.060985044,0.001655921
916204,9.809972252,0.060985044,0.059347525,0.001637519
916215,9.810000192,0.059347525,0.057710171,0.001637354
916225,9.810014162,0.057710171,0.056072801,0.00163737
916234,9.809992742,0.056072801,0.054435596,0.001637205
916244,9.810000192,0.054435596,0.05279839,0.001637206
916253,9.810006711,0.05279839,0.051160872,0.001637518
916262,9.809992742,0.051160872,0.049523503,0.001637369
916271,9.809993673,0.049523503,0.047886148,0.001637355
916279,9.810020681,0.047886148,0.046249092,0.001637056
916290,9.809972252,0.046249092,0.044834435,0.001414657
916300,9.810014162,0.044834435,0.043476149,0.001358286
916309,9.810000192,0.043476149,0.042117983,0.001358166
916318,9.810006711,0.042117983,0.040759951,0.001358032
916326,9.809992742,0.040759951,0.039401919,0.001358032
916336,9.809992742,0.039401919,0.038043752,0.001358167
916345,9.810000192,0.038043752,0.036685467,0.001358285
916355,9.810007643,0.036685467,0.0353273,0.001358167
916364,9.810015093,0.0353273,0.033969402,0.001357898
916373,9.809986222,0.033969402,0.032611236,0.001358166
916382,9.810000192,0.032611236,0.031387568,0.001223668
916391,9.810007643,0.031387568,0.030317217,0.001070351
916400,9.809986222,0.030317217,0.02924709,0.001070127
916408,9.810000192,0.02924709,0.028176948,0.001070142
916418,9.810000192,0.028176948,0.027106717,0.001070231
916427,9.810014162,0.027106717,0.026036471,0.001070246
916436,9.809992742,0.026036471,0.024966136,0.001070335
916445,9.810006711,0.024966136,0.023896098,0.001070038
916453,9.809985291,0.023896098,0.022825867,0.001070231
916462,9.810014162,0.022825867,0.021755636,0.001070231
916472,9.809986222,0.021755636,0.02068539,0.001070246
916482,9.810007643,0.02068539,0.01982224,0.00086315
916492,9.810007643,0.01982224,0.019031718,0.000790522
916502,9.810000192,0.019031718,0.018241137,0.000790581
916513,9.809972252,0.018241137,0.017450541,0.000790596
916523,9.810034651,0.017450541,0.01665996,0.000790581
916533,9.809978772,0.01665996,0.015869454,0.000790506
916543,9.810007643,0.015869454,0.015078858,0.000790596
916553,9.809992742,0.015078858,0.014288276,0.000790582
916563,9.810021613,0.014288276,0.01349768,0.000790596
916573,9.809979703,0.01349768,0.012707174,0.000790506
916584,9.810007643,0.012707174,0.011916578,0.000790596
916595,9.810007643,0.011916578,0.011241883,0.000674695
916606,9.810000192,0.011241883,0.010710791,0.000531092
916616,9.809986222,0.010710791,0.010179713,0.000531078
916626,9.810021613,0.010179713,0.009648666,0.000531047
916636,9.809965733,0.009648666,0.009117588,0.000531078
916646,9.810007643,0.009117588,0.008586496,0.000531092
916656,9.8100272,0.008586496,0.008055419,0.000531077
916664,9.810000192,0.008055419,0.007524386,0.000531033
916674,9.809972252,0.007524386,0.006993294,0.000531092
916687,9.810021613,0.006993294,0.006462201,0.000531093
916699,9.810000192,0.006462201,0.005931124,0.000531077
916710,9.809972252,0.005931124,0.005400032,0.000531092
916722,9.810034651,0.005400032,0.004971117,0.000428915
916732,9.809992742,0.004971117,0.004673272,0.000297845
916743,9.809966664,0.004673272,0.004375383,0.000297889
916754,9.810046758,0.004375383,0.004077509,0.000297874
916763,9.809972252,0.004077509,0.003779665,0.000297844
916773,9.809994604,0.003779665,0.003481805,0.00029786
916783,9.810020681,0.003481805,0.003183961,0.000297844
916792,9.81001975,0.003183961,0.002886057,0.000297904
916801,9.809953626,0.002886057,0.002588198,0.000297859
916810,9.810021613,0.002588198,0.002290353,0.000297845
916819,9.809993673,0.002290353,0.001992509,0.000297844
916828,9.810020681,0.001992509,0.001694635,0.000297874
916837,9.809992742,0.001694635,0.001396745,0.00029789
916846,9.809978772,0.001396745,0.001220316,0.000176429
916856,9.810000192,0.001220316,0.001127794,9.2522E-05
916864,9.810028132,0.001127794,0.001035273,9.2521E-05
916873,9.809972252,0.001035273,0.000942737,9.2536E-05
916883,9.810029063,0.000942737,0.000850201,9.2536E-05
916894,9.809992742,0.000850201,0.000757679,9.2522E-05
916903,9.810007643,0.000757679,0.000665143,9.2536E-05
916912,9.809978772,0.000665143,0.000572622,0.000092521
916921,9.810000192,0.000572622,0.000480086,9.2536E-05
916930,9.810007643,0.000480086,0.000387564,0.000092522
916938,9.810000192,0.000387564,0.000295028,0.000092536
916948,9.809992742,0.000295028,0.000202507,0.000092521
916957,9.810015093,0.000202507,0.000109971,0.000092536
916967,9.809992742,0.000109971,1.74E-05,0.000092571
916975,9.809992742,1.74E-05,-4.77E-07,0.000017877
916983,9.809992742,-4.77E-07,-4.77E-07,0
916992,9.810007643,-4.77E-07,-4.77E-07,0
917004,9.810020681,-4.77E-07,-4.77E-07,0
917013,9.81000578,-4.77E-07,-4.77E-07,0
917021,9.809965733,-4.77E-07,-4.77E-07,0
917031,9.810014162,-4.77E-07,-4.77E-07,0
917039,9.810000192,-4.77E-07,-4.77E-07,0
917047,9.809986222,-4.77E-07,-4.77E-07,0
917057,9.810034651,-4.77E-07,-4.77E-07,0
917067,9.809986222,-4.77E-07,-4.77E-07,0
917076,9.809979703,-4.77E-07,-4.77E-07,0
917086,9.810014162,-4.77E-07,-4.77E-07,0
917096,9.810000192,-4.77E-07,-4.77E-07,0
917105,9.810000192,-4.77E-07,-4.77E-07,0
917115,9.809992742,-4.77E-07,-4.77E-07,0
917125,9.810014162,-4.77E-07,-4.77E-07,0
917134,9.809992742,-4.77E-07,-4.77E-07,0
917142,9.809992742,-4.77E-07,-4.77E-07,0
917151,9.809992742,-4.77E-07,-4.77E-07,0
917160,9.810034651,-4.77E-07,-4.77E-07,0
917169,9.810000192,-4.77E-07,-4.77E-07,0
917180,9.809960145,-4.77E-07,-4.77E-07,0
917189,9.810014162,-4.77E-07,-4.77E-07,0
917199,9.810020681,-4.77E-07,-4.77E-07,0
917208,9.809986222,-4.77E-07,-4.77E-07,0
917217,9.809986222,-4.77E-07,-4.77E-07,0
917226,9.810021613,-4.77E-07,-4.77E-07,0
917235,9.810000192,-4.77E-07,-4.77E-07,0
917244,9.809978772,-4.77E-07,-4.77E-07,0
917253,9.810014162,-4.77E-07,-4.77E-07,0
917262,9.810007643,-4.77E-07,-4.77E-07,0
917270,9.809992742,-4.77E-07,-4.77E-07,0
917280,9.809992742,-4.77E-07,-4.77E-07,0
917291,9.810006711,-4.77E-07,-4.77E-07,0
917301,9.810000192,-4.77E-07,-4.77E-07,0
917310,9.810014162,-4.77E-07,-4.77E-07,0
917319,9.809978772,-4.77E-07,-4.77E-07,0
917331,9.810007643,-4.77E-07,-4.77E-07,0
917341,9.809992742,-4.77E-07,-4.77E-07,0
917350,9.810015093,-4.77E-07,-4.77E-07,0
917360,9.810000192,-4.77E-07,-4.77E-07,0
917372,9.810000192,-4.77E-07,-4.77E-07,0
917381,9.809972252,-4.77E-07,-4.77E-07,0
917390,9.810034651,-4.77E-07,-4.77E-07,0
917400,9.809992742,-4.77E-07,-4.77E-07,0
917409,9.809978772,-4.77E-07,-4.77E-07,0
917419,9.810007643,-4.77E-07,-4.77E-07,0
917428,9.810014162,-4.77E-07,-4.77E-07,0
917437,9.809986222,-4.77E-07,-4.77E-07,0
917447,9.810015093,-4.77E-07,-4.77E-07,0
917456,9.809992742,-4.77E-07,-4.77E-07,0
917466,9.810000192,-4.77E-07,-4.77E-07,0
917475,9.810000192,-4.77E-07,-4.77E-07,0
917483,9.809992742,-4.77E-07,-4.77E-07,0
917493,9.810014162,-4.77E-07,-4.77E-07,0
917502,9.810007643,-4.77E-07,-4.77E-07,0
917510,9.809972252,-4.77E-07,-4.77E-07,0
917519,9.810015093,-4.77E-07,-4.77E-07,0
917528,9.810000192,-4.77E-07,-4.77E-07,0
917538,9.809992742,-4.77E-07,-4.77E-07,0
917547,9.810021613,-4.77E-07,-4.77E-07,0
917556,9.809979703,-4.77E-07,-4.77E-07,0
917564,9.810000192,-4.77E-07,-4.77E-07,0
917573,9.8100272,-4.77E-07,-4.77E-07,0
917582,9.809960145,-4.77E-07,-4.77E-07,0
917592,9.810034651,-4.77E-07,-4.77E-07,0
917601,9.809972252,-4.77E-07,-4.77E-07,0
917610,9.810028132,-4.77E-07,-4.77E-07,0
917620,9.809992742,-4.77E-07,-4.77E-07,0
917629,9.809992742,-4.77E-07,-4.77E-07,0
917638,9.809992742,-4.77E-07,-4.77E-07,0
917648,9.810007643,-4.77E-07,-4.77E-07,0
917658,9.809992742,-4.77E-07,-4.77E-07,0
917667,9.810007643,-4.77E-07,-4.77E-07,0
917679,9.810000192,-4.77E-07,-4.77E-07,0
917689,9.810014162,-4.77E-07,-4.77E-07,0
917700,9.809972252,-4.77E-07,-4.77E-07,0
917711,9.810007643,-4.77E-07,-4.77E-07,0
917722,9.810028132,-4.77E-07,-4.77E-07,0
917732,9.809978772,-4.77E-07,-4.77E-07,0
917742,9.809980634,-4.77E-07,-4.77E-07,0
917752,9.810015093,-4.77E-07,-4.77E-07,0
917761,9.810007643,-4.77E-07,-4.77E-07,0
917769,9.81001975,-4.77E-07,-4.77E-07,0
917779,9.809972252,-4.77E-07,-4.77E-07,0
917790,9.810007643,-4.77E-07,-4.77E-07,0
917799,9.810014162,-4.77E-07,-4.77E-07,0
917806,9.809967596,-4.77E-07,-4.77E-07,0
917815,9.810034651,-4.77E-07,-4.77E-07,0
917825,9.809986222,-4.77E-07,-4.77E-07,0
917835,9.809979703,-4.77E-07,-4.77E-07,0
917845,9.810020681,-4.77E-07,-4.77E-07,0
917856,9.810007643,-4.77E-07,-4.77E-07,0
917866,9.810000192,-4.77E-07,-4.77E-07,0
917876,9.810000192,-4.77E-07,-4.77E-07,0
917887,9.809992742,-4.77E-07,-4.77E-07,0
917897,9.809992742,-4.77E-07,-4.77E-07,0
917907,9.810014162,-4.77E-07,-4.77E-07,0
917917,9.809978772,-4.77E-07,-4.77E-07,0
917927,9.810006711,-4.77E-07,-4.77E-07,0
917938,9.810026269,-4.77E-07,-4.77E-07,0
917947,9.809965733,-4.77E-07,-4.77E-07,0
917957,9.810028132,-4.77E-07,-4.77E-07,0
917968,9.809985291,-4.77E-07,-4.77E-07,0
917977,9.809979703,-4.77E-07,-4.77E-07,0
917986,9.810034651,-4.77E-07,-4.77E-07,0
917995,9.810000192,-4.77E-07,-4.77E-07,0
918004,9.809965733,-4.77E-07,-4.77E-07,0
918014,9.810035582,-4.77E-07,-4.77E-07,0
918024,9.809972252,-4.77E-07,-4.77E-07,0
918034,9.810020681,-4.77E-07,-4.77E-07,0
918044,9.810007643,-4.77E-07,-4.77E-07,0
918054,9.809978772,-4.77E-07,-4.77E-07,0
918064,9.810000192,-4.77E-07,-4.77E-07,0
918074,9.810007643,-4.77E-07,-4.77E-07,0
918084,9.810000192,-4.77E-07,-4.77E-07,0
918093,9.810007643,-4.77E-07,-4.77E-07,0
918103,9.809992742,-4.77E-07,-4.77E-07,0
918113,9.809992742,-4.77E-07,-4.77E-07,0
918123,9.810014162,-4.77E-07,-4.77E-07,0
918132,9.809992742,-4.77E-07,-4.77E-07,0
918142,9.809979703,-4.77E-07,-4.77E-07,0
918151,9.810034651,-4.77E-07,-4.77E-07,0
918162,9.809986222,-4.77E-07,-4.77E-07,0
918172,9.809992742,-4.77E-07,-4.77E-07,0
918181,9.8100272,-4.77E-07,-4.77E-07,0
918189,9.809965733,-4.77E-07,-4.77E-07,0
918197,9.810000192,-4.77E-07,-4.77E-07,0
918207,9.810034651,-4.77E-07,-4.77E-07,0
918216,9.809965733,-4.77E-07,-4.77E-07,0
918226,9.810029063,-4.77E-07,-4.77E-07,0
918237,9.809972252,-4.77E-07,-4.77E-07,0
918248,9.810028132,-4.77E-07,-4.77E-07,0
918263,9.809986222,-4.77E-07,-4.77E-07,0
918277,9.810000192,-4.77E-07,-4.77E-07,0
918292,9.809985291,-4.77E-07,-4.77E-07,0
918305,9.810007643,-4.77E-07,-4.77E-07,0
918318,9.8100272,-4.77E-07,-4.77E-07,0
918330,9.809972252,-4.77E-07,-4.77E-07,0
918340,9.810015093,-4.77E-07,-4.77E-07,0
918351,9.809979703,-4.77E-07,-4.77E-07,0
918362,9.810014162,-4.77E-07,-4.77E-07,0
918376,9.809992742,-4.77E-07,-4.77E-07,0
918390,9.8100272,-4.77E-07,-4.77E-07,0
918404,9.809972252,-4.77E-07,-4.77E-07,0
918415,9.809994604,-4.77E-07,-4.77E-07,0
918424,9.810034651,-4.77E-07,-4.77E-07,0
918432,9.809986222,-4.77E-07,-4.77E-07,0
918442,9.809979703,-4.77E-07,-4.77E-07,0
918451,9.810000192,-4.77E-07,-4.77E-07,0
918460,9.810014162,-4.77E-07,-4.77E-07,0
918472,9.810020681,-4.77E-07,-4.77E-07,0
918481,9.809985291,-4.77E-07,-4.77E-07,0
918490,9.809986222,-4.77E-07,-4.77E-07,0
918499,9.810015093,-4.77E-07,-4.77E-07,0
918508,9.809985291,-4.77E-07,-4.77E-07,0
918517,9.809982497,-4.77E-07,-4.77E-07,0
918526,9.810053277,-4.77E-07,-4.77E-07,0
918535,9.809960145,-4.77E-07,-4.77E-07,0
918545,9.810028132,-4.77E-07,-4.77E-07,0
918555,9.809992742,-4.77E-07,-4.77E-07,0
918565,9.809992742,-4.77E-07,-4.77E-07,0
918576,9.809986222,-4.77E-07,-4.77E-07,0
918589,9.810014162,-4.77E-07,-4.77E-07,0
918600,9.810000192,-4.77E-07,-4.77E-07,0
918611,9.810015093,-4.77E-07,-4.77E-07,0
918621,9.809960145,-4.77E-07,-4.77E-07,0
918630,9.810040239,-4.77E-07,-4.77E-07,0
918641,9.809986222,-4.77E-07,-4.77E-07,0
918651,9.810000192,-4.77E-07,-4.77E-07,0
918660,9.809992742,-4.77E-07,-4.77E-07,0
918671,9.810014162,-4.77E-07,-4.77E-07,0
918683,9.810000192,-4.77E-07,-4.77E-07,0
918692,9.809978772,-4.77E-07,-4.77E-07,0
918701,9.810028132,-4.77E-07,-4.77E-07,0
918711,9.809965733,-4.77E-07,-4.77E-07,0
918721,9.810040239,-4.77E-07,-4.77E-07,0
918730,9.809964802,-4.77E-07,-4.77E-07,0
918739,9.810021613,-4.77E-07,-4.77E-07,0
918749,9.810000192,-4.77E-07,-4.77E-07,0
918758,9.809973184,-4.77E-07,-4.77E-07,0
918768,9.810028132,-4.77E-07,-4.77E-07,0
918778,9.810000192,-4.77E-07,-4.77E-07,0
918787,9.810000192,-4.77E-07,-4.77E-07,0
918796,9.809985291,-4.77E-07,-4.77E-07,0
918806,9.809992742,-4.77E-07,-4.77E-07,0
918818,9.810039308,-4.77E-07,-4.77E-07,0
918829,9.809947107,-4.77E-07,-4.77E-07,0
918840,9.810040239,-4.77E-07,-4.77E-07,0
918850,9.809986222,-4.77E-07,-4.77E-07,0
918862,9.810015093,-4.77E-07,-4.77E-07,0
918872,9.809965733,-4.77E-07,-4.77E-07,0
918882,9.810040239,-4.77E-07,-4.77E-07,0
918893,9.809965733,-4.77E-07,-4.77E-07,0
918903,9.810007643,-4.77E-07,-4.77E-07,0
918913,9.810020681,-4.77E-07,-4.77E-07,0
918924,9.809965733,-4.77E-07,-4.77E-07,0
918935,9.810034651,-4.77E-07,-4.77E-07,0
918947,9.809978772,-4.77E-07,-4.77E-07,0
918957,9.81003372,-4.77E-07,-4.77E-07,0
918969,9.809972252,-4.77E-07,-4.77E-07,0
918980,9.809982497,-4.77E-07,-4.77E-07,0
918992,9.810028132,-4.77E-07,-4.77E-07,0
919001,9.809965733,-4.77E-07,-4.77E-07,0
919011,9.810040239,-4.77E-07,-4.77E-07,0
919021,9.809978772,-4.77E-07,-4.77E-07,0
919032,9.810007643,-4.77E-07,-4.77E-07,0
919041,9.810000192,-4.77E-07,-4.77E-07,0
919051,9.810007643,-4.77E-07,-4.77E-07,0
919061,9.810000192,-4.77E-07,-4.77E-07,0
919070,9.809978772,-4.77E-07,-4.77E-07,0
919079,9.810034651,-4.77E-07,-4.77E-07,0
919089,9.809960145,-4.77E-07,-4.77E-07,0
919098,9.810028132,-4.77E-07,-4.77E-07,0
919108,9.810000192,-4.77E-07,-4.77E-07,0
919118,9.81000578,-4.77E-07,-4.77E-07,0
919129,9.809965733,-4.77E-07,-4.77E-07,0
919139,9.810021613,-4.77E-07,-4.77E-07,0
919150,9.810000192,-4.77E-07,-4.77E-07,0
919160,9.810007643,-4.77E-07,-4.77E-07,0
919170,9.809992742,-4.77E-07,-4.77E-07,0
919180,9.809986222,-4.77E-07,-4.77E-07,0
919189,9.810028132,-4.77E-07,-4.77E-07,0
919199,9.809992742,-4.77E-07,-4.77E-07,0
919209,9.809985291,-4.77E-07,-4.77E-07,0
919219,9.810028132,-4.77E-07,-4.77E-07,0
919231,9.809960145,-4.77E-07,-4.77E-07,0
919241,9.810000192,-4.77E-07,-4.77E-07,0
919251,9.810040239,-4.77E-07,-4.77E-07,0
919262,9.809978772,-4.77E-07,-4.77E-07,0
919272,9.810020681,-4.77E-07,-4.77E-07,0
919281,9.809960145,-4.77E-07,-4.77E-07,0
919291,9.810007643,-4.77E-07,-4.77E-07,0
919301,9.810014162,-4.77E-07,-4.77E-07,0
919310,9.810000192,-4.77E-07,-4.77E-07,0
919319,9.810007643,-4.77E-07,-4.77E-07,0
919331,9.810012299,-4.77E-07,-4.77E-07,0
919340,9.809953626,-4.77E-07,-4.77E-07,0
919349,9.810053277,-4.77E-07,-4.77E-07,0
919359,9.809960145,-4.77E-07,-4.77E-07,0
919369,9.810014162,-4.77E-07,-4.77E-07,0
919378,9.810007643,-4.77E-07,-4.77E-07,0
919391,9.809992742,-4.77E-07,-4.77E-07,0
919400,9.809979703,-4.77E-07,-4.77E-07,0
919409,9.810034651,-4.77E-07,-4.77E-07,0
919418,9.809992742,-4.77E-07,-4.77E-07,0
919428,9.809965733,-4.77E-07,-4.77E-07,0
919437,9.810040239,-4.77E-07,-4.77E-07,0
919448,9.809985291,-4.77E-07,-4.77E-07,0
919460,9.810020681,-4.77E-07,-4.77E-07,0
919470,9.809978772,-4.77E-07,-4.77E-07,0
919480,9.809980634,-4.77E-07,-4.77E-07,0
919488,9.810028132,-4.77E-07,-4.77E-07,0
919498,9.809986222,-4.77E-07,-4.77E-07,0
919508,9.810007643,-4.77E-07,-4.77E-07,0
919518,9.810013231,-4.77E-07,-4.77E-07,0
919527,9.809978772,-4.77E-07,-4.77E-07,0
919536,9.810014162,-4.77E-07,-4.77E-07,0
919545,9.809972252,-4.77E-07,-4.77E-07,0
919554,9.810046758,-4.77E-07,-4.77E-07,0
919562,9.809972252,-4.77E-07,-4.77E-07,0
919572,9.809982497,-4.77E-07,-4.77E-07,0
919581,9.810021613,-4.77E-07,-4.77E-07,0
919591,9.810007643,-4.77E-07,-4.77E-07,0
919601,9.809992742,-4.77E-07,-4.77E-07,0
919611,9.810013231,-4.77E-07,-4.77E-07,0
919621,9.809978772,-4.77E-07,-4.77E-07,0
919631,9.810007643,-4.77E-07,-4.77E-07,0
919641,9.809986222,-4.77E-07,-4.77E-07,0
919652,9.810015093,-4.77E-07,-4.77E-07,0
919663,9.810031857,-4.77E-07,-4.47E-07,0.00000003
919674,9.809923824,-4.47E-07,-4.47E-07,0
919684,9.810064453,-4.47E-07,-4.47E-07,0
919694,9.809965733,-4.47E-07,-4.47E-07,0
919706,9.809994604,-4.47E-07,-4.47E-07,0
919716,9.810057934,-4.47E-07,-4.47E-07,0
919730,9.809953626,-4.47E-07,-4.47E-07,0
919745,9.810014162,-4.47E-07,-4.47E-07,0
919755,9.809992742,-4.47E-07,-4.47E-07,0
919766,9.809975046,-4.47E-07,-4.47E-07,0
919779,9.810058865,-4.47E-07,-4.47E-07,0
919791,9.809953626,-4.47E-07,-4.47E-07,0
919800,9.809994604,-4.47E-07,-4.47E-07,0
919812,9.810052346,-4.47E-07,-4.47E-07,0
919825,9.809959214,-4.47E-07,-4.47E-07,0
919834,9.810020681,-4.47E-07,-4.47E-07,0
919848,9.809972252,-4.47E-07,-4.47E-07,0
919856,9.810007643,-4.47E-07,-4.47E-07,0
919866,9.810014162,-4.47E-07,-4.47E-07,0
919874,9.809978772,-4.47E-07,-4.47E-07,0
919883,9.810014162,-4.47E-07,-4.47E-07,0
919894,9.810015093,-4.47E-07,-4.47E-07,0
919904,9.809972252,-4.47E-07,-4.17E-07,0.00000003
919913,9.810021613,-4.17E-07,-4.17E-07,0
919921,9.809986222,-4.17E-07,-4.17E-07,0
919930,9.810015093,-4.17E-07,-3.87E-07,0.00000003
919940,9.809992742,-3.87E-07,-3.87E-07,0
919950,9.810007643,-3.87E-07,-3.87E-07,0
919960,9.809985291,-3.87E-07,-3.87E-07,0
919970,9.810007643,-3.87E-07,-3.87E-07,0
919979,9.809992742,-3.87E-07,-3.58E-07,0.000000029
919990,9.810021613,-3.58E-07,-3.58E-07,0
920000,9.809978772,-3.58E-07,-3.58E-07,0
920010,9.810000192,-3.58E-07,-3.58E-07,0
920019,9.810014162,-3.58E-07,-3.28E-07,0.00000003
920028,9.809992742,-3.28E-07,-3.28E-07,0
920039,9.810000192,-3.28E-07,-3.28E-07,0
920047,9.809992742,-3.28E-07,-2.98E-07,0.00000003
920056,9.810015093,-2.98E-07,-2.98E-07,0
920066,9.809992742,-2.98E-07,-2.98E-07,0
920077,9.809992742,-2.98E-07,-2.68E-07,0.00000003
920086,9.810014162,-2.68E-07,-2.68E-07,0
920096,9.810000192,-2.68E-07,-2.68E-07,0
920111,9.809986222,-2.68E-07,-2.68E-07,0
920121,9.810007643,-2.68E-07,-2.38E-07,0.00000003
920134,9.809992742,-2.38E-07,-2.38E-07,0
920145,9.810014162,-2.38E-07,-2.38E-07,0
920155,9.810000192,-2.38E-07,-2.09E-07,0.000000029
920165,9.810000192,-2.09E-07,-2.09E-07,0
920175,9.809986222,-2.09E-07,0.002015859,0.002016068
920184,9.810014162,0.002015859,0.004515633,0.002499774
920193,9.809985291,0.004515633,0.007015795,0.002500162
920202,9.810015093,0.007015795,0.009515941,0.002500146
920210,9.809992742,0.009515941,0.012015715,0.002499774
920220,9.809992742,0.012015715,0.014515862,0.002500147
920229,9.81000578,0.014515862,0.017015636,0.002499774
920239,9.810000192,0.017015636,0.019515783,0.002500147
920247,9.810000192,0.019515783,0.022015944,0.002500161
920257,9.810001123,0.022015944,0.024515718,0.002499774
920266,9.810000192,0.024515718,0.027015865,0.002500147
920275,9.810000192,0.027015865,0.029515639,0.002499774
920283,9.810007643,0.029515639,0.032015786,0.002500147
920292,9.809992742,0.032015786,0.034515947,0.002500161
920302,9.810000192,0.034515947,0.037015706,0.002499759
920312,9.810000192,0.037015706,0.039515868,0.002500162
920321,9.810000192,0.039515868,0.042015642,0.002499774
920331,9.810000192,0.042015642,0.044515789,0.002500147
920341,9.810000192,0.044515789,0.047015935,0.002500146
920351,9.810000192,0.047015935,0.049515709,0.002499774
920361,9.810000192,0.049515709,0.052015871,0.002500162
920371,9.810000192,0.052015871,0.05451563,0.002499759
920381,9.810000192,0.05451563,0.057015792,0.002500162
920392,9.810000192,0.057015792,0.059515938,0.002500146
920402,9.810000192,0.059515938,0.062015712,0.002499774
920411,9.810000192,0.062015712,0.064515859,0.002500147
920422,9.810000192,0.064515859,0.067015648,0.002499789
920433,9.810000192,0.067015648,0.069515795,0.002500147
920443,9.810000192,0.069515795,0.072015941,0.002500146
920455,9.810000192,0.072015941,0.0745157,0.002499759
920466,9.810001123,0.0745157,0.077015862,0.002500162
920476,9.810000192,0.077015862,0.079515636,0.002499774
920487,9.810000192,0.079515636,0.082015783,0.002500147
920498,9.810000192,0.082015783,0.084515944,0.002500161
920508,9.810000192,0.084515944,0.087015718,0.002499774
920518,9.810000192,0.087015718,0.089515865,0.002500147
920529,9.810000192,0.089515865,0.092015639,0.002499774
920538,9.810000192,0.092015639,0.094515786,0.002500147
920548,9.810000192,0.094515786,0.097015947,0.002500161
920558,9.810000192,0.097015947,0.099515706,0.002499759
920567,9.810000192,0.099515706,0.102015868,0.002500162
920576,9.810000192,0.102015868,0.104515642,0.002499774
