simu_time  w_x   w_y   w_z   
405916 0.039269792987898 2.2049841860517e-06 -2.7044833788746e-07
405986 0.039269345243417 2.1552795347728e-08 7.3521092398776e-07
406062 0.039268605556145 -2.3617614320343e-06 7.3983495102066e-07
406121 0.039270389032072 2.29290768775e-06 -2.8370250282974e-07
406183 0.03926860089955 1.1599438015247e-07 1.0326288845277e-06
406242 0.039269788331303 2.5058757179026e-08 7.5373922455906e-07
406295 0.039269349900101 -2.3582635174957e-06 7.5838484732357e-07
406349 0.039269792987898 2.2906822763909e-06 3.1306716808888e-07
406409 0.039269187630534 -6.6265815404245e-08 4.848348190925e-07
406464 0.039267408811202 -2.3554661895184e-06 1.0702754266863e-06
406534 0.039270389032072 2.193857413472e-06 -2.6682056920747e-07
406604 0.039268749187874 3.0591605302079e-08 7.8151436106077e-07
406657 0.039269192287129 3.1544850745655e-08 1.0841418284413e-06
406710 0.03926860089955 -6.4313535630827e-08 5.0888240676157e-07
406767 0.039269196943724 2.2868018752049e-06 1.635682455967e-08
406819 0.039269192287129 -2.349715931202e-06 7.999695165469e-07
406874 0.039269950612328 -9.8481979822234e-08 -2.8128606329305e-07
406931 0.039269201600319 0 5.9604417402583e-07
406982 0.039269196943724 2.1850089164294e-06 3.4260565808344e-08
407038 0.039269192287129 -6.1659810744467e-08 5.377126748677e-07
407089 0.039268596242955 3.9501762164583e-08 8.2301311116027e-07
407143 0.039268749187874 4.0538076396901e-08 1.1256592624055e-06
407196 0.03926860089955 -6.0205477420755e-08 5.5211542776083e-07
407259 0.039270389032072 4.2634959459991e-08 8.3681513798903e-07
407316 0.03926860089955 -2.3404793371975e-06 1.1394339215874e-06
407379 0.039269196943724 2.1773065204475e-06 3.7050998595565e-08
407442 0.03926994129896 -5.8135504197627e-08 1.1673721680882e-06
407498 0.039267404154607 -1.6212505442876e-07 5.9503435454192e-07
407552 0.039269196943724 -2.4412191335476e-06 8.7891648189005e-07
407609 0.039270393688667 -2.1125410103066e-07 3.3671504146674e-07
407668 0.039268605556145 -3.1852201938984e-07 5.8663250295917e-08
407723 0.039270546667871 -3.2016783929975e-07 -5.3676411008147e-07
407781 0.039270393688667 2.2769098790812e-06 3.1799554475812e-07
407836 0.039269201600319 -2.4383243934847e-06 9.0286907035774e-07
407893 0.039269792987898 2.1674611357494e-06 3.3881582410543e-07
407947 0.039267408811202 -2.5460033237214e-06 9.3305202903697e-07
408001 0.03927113806673 2.0558742261037e-06 6.2474846016231e-08
408056 0.039268000198781 2.0542031873423e-06 -5.3292402589443e-07
408114 0.039269187630534 2.4436938023476e-06 1.5015795458284e-06
408168 0.039269792987898 -2.5456187794598e-06 9.5304705167195e-07
408222 0.039268009511971 2.0493139614284e-06 6.5078076698012e-08
408278 0.03927113806673 2.0477260240039e-06 6.5738418599743e-08
408334 0.03926860089955 -1.6105014947854e-07 6.7001863816417e-07
408388 0.039270389032072 2.1576833944618e-06 3.4273203650869e-07
408445 0.03926860089955 2.0428136570613e-06 -2.3028847355148e-07
408503 0.03926860089955 -4.6242229060257e-08 1.2582521299083e-06
408555 0.039270542011187 -1.603938275929e-07 6.9001950326424e-07
408608 0.039268605556145 -2.3081644031725e-07 3.4452799747655e-07
408661 0.039269201600319 -3.478425245864e-07 -5.2560407808115e-07
408712 0.039270389032072 2.2676903380373e-06 2.3708231532567e-08
408769 0.039269192287129 7.4474968532142e-08 1.2581574859769e-06
408823 0.039267561733473 -2.4260061323993e-06 9.8885567148972e-07
408877 0.039269196943724 2.1479764229606e-06 3.4682030617905e-07
408928 0.03926860089955 -1.5885912825663e-07 7.249698142061e-07
408981 0.039269196943724 2.1458294552203e-06 3.4775221494919e-07
409032 0.039268605556145 -2.5425100247412e-06 1.330999491423e-06
409084 0.039269950612328 1.9032309748283e-06 1.0134241095138e-07
409136 0.039269792987898 -2.6627257231838e-06 4.7248836903249e-07
409186 0.039269196943724 -2.4263083800634e-07 3.4964093691735e-07
409246 0.039269792987898 2.0186275851413e-06 7.814447255687e-08
409299 0.039269192287129 -1.5684716312109e-07 1.0579315700974e-06
409352 0.039267561733473 -2.5407454715019e-06 4.6688503820736e-07
409404 0.039269802301088 -1.2344959702306e-07 6.2281476423372e-07
409455 0.039269792987898 2.0122307354018e-06 8.104063369985e-08
409515 0.039267404154607 -1.5548178940854e-07 1.0778832497908e-06
409565 0.039268004855376 -2.5392926995068e-06 1.0828693933641e-06
409624 0.039270546667871 -3.7673568466603e-07 3.8127494961571e-07
409675 0.039269792987898 4.2639268174705e-06 -4.8406153838301e-07
409725 0.039268596242955 -2.7322821915531e-08 1.0695799501096e-06
409779 0.039268596242955 -2.6388603890312e-08 1.6703580970537e-06
409832 0.03926860089955 -2.8083469223377e-07 8.3851062859732e-07
409883 0.039268153132331 -1.5271814362248e-07 1.1127921318839e-06
409937 0.039269792987898 -2.536457644806e-06 8.1972970570352e-07
409989 0.039268605556145 2.1256188547416e-06 3.570220622268e-07
410041 0.039269201600319 -3.8941785570672e-07 -2.0875907525895e-07
410093 0.039269792987898 2.1235118193507e-06 6.0019484687391e-08
410148 0.039268153132331 -1.9587972593988e-08 8.0939293069153e-07
410200 0.039269192287129 2.4969820305144e-06 1.9756610877055e-06
410250 0.039266812767028 -2.6655556619964e-06 2.8433317815617e-07
410302 0.039270389032072 2.2517432619263e-06 9.251077652305e-07
410357 0.039268004855376 -2.814119349503e-07 8.908451699422e-07
410408 0.039269345243417 -1.479352653786e-07 8.6453174622952e-07
410464 0.039268004855376 -2.3975735019557e-06 2.0297483891847e-06
410518 0.039269201600319 -6.7263051224304e-07 -4.3559428876063e-07
410580 0.039269792987898 1.9790326001254e-06 -4.9898021438848e-07
410635 0.039266812767028 -2.2587837188206e-06 1.7132194345658e-06
410688 0.039271142723414 -4.0827847251523e-07 9.86628512355e-08
410743 0.039270393688667 1.9743448833627e-06 -1.9855790540672e-07
410794 0.039268596242955 -6.8729115563834e-09 1.7599338885268e-06
410846 0.039269788331303 -2.8105268591352e-07 1.235970163148e-06
410897 0.039269196943724 -2.8096116835827e-07 6.4515904535423e-07
410948 0.03926696567793 2.1068439395784e-06 3.6650076434624e-07
411002 0.039270384375477 -1.4154383627294e-07 6.2111586303331e-07
411053 0.039268000198781 1.3853825196607e-07 1.4505757038428e-06
411106 0.039268000198781 -1.7337176616466e-11 1.4900405179261e-06
411158 0.039269192287129 -1.3959695660372e-07 6.3598789208612e-07
411215 0.03926874453119 2.5278358498763e-06 1.7618441712241e-06
411277 0.039268004855376 -2.5224267530351e-06 6.4589587536043e-07
411332 0.039269792987898 2.2418776978915e-06 9.3023296148673e-07
411383 0.039269792987898 -2.7967736464062e-07 3.942236642216e-07
411434 0.03926860089955 2.240850541231e-06 9.3079379072868e-07
411485 0.039268157789015 -2.792842206979e-07 1.0007467145613e-06
411541 0.039269192287129 4.3353005630083e-06 -1.8614443365883e-07
411594 0.039268000198781 1.0886183727085e-08 1.5320772026848e-06
411650 0.039269792987898 -1.3323051797734e-07 1.8726195679976e-06
411703 0.039269196943724 -4.2424383818104e-07 4.6374620430464e-07
411756 0.03926994129896 1.4685579238298e-08 9.5002015252094e-07
411809 0.039268596242955 1.6287396361539e-07 2.1080190625318e-06
411862 0.039268596242955 -2.7756166066139e-07 1.6333683780945e-06
411914 0.039268000198781 -4.251962460309e-07 4.8580733522508e-07
411967 0.039269192287129 1.9878920394844e-08 1.8626577968434e-06
412019 0.039268753844558 -2.6608989446471e-06 7.5499294876388e-07
412071 0.039270389032072 2.0852918713917e-06 6.76397937565e-07
412124 0.039269192287129 1.7843832865802e-06 1.6188350634717e-07
412176 0.039266812767028 -2.6598659416901e-06 7.7064922451234e-07
412229 0.039270389032072 2.0822594286719e-06 6.7816746644392e-07
412281 0.039269354556785 -2.6592103851244e-06 1.37716368042e-06
412334 0.039268605556145 1.7763105571371e-06 1.666258814013e-07
412384 0.039270384375477 -2.7423576491113e-07 7.9153448274497e-07
412439 0.039266212066259 3.2097650885311e-08 1.3082872216234e-06
412493 0.039267408811202 3.350039900319e-08 1.3129040264916e-06
412547 0.039270542011187 3.4913192163154e-08 1.9135988041948e-06
412598 0.039266808110433 1.7662729003082e-06 1.7264292973375e-07
412649 0.039269187630534 -2.7218855699034e-07 1.4136672706624e-06
412707 0.039268000198781 -2.65592528671e-06 8.2283846042206e-07
412763 0.039268004855376 2.0722274561632e-06 6.8419419588422e-07
412823 0.039271729465589 -2.7084227574902e-07 1.4293380664308e-06
412877 0.039269192287129 1.7562940761934e-06 1.7875813917069e-07
412931 0.039268596242955 -2.6988498622843e-07 8.4369096275952e-07
412984 0.039269792987898 -2.3376418666606e-06 1.9503742471784e-06
413038 0.039268004855376 1.7503359138655e-06 -4.135698572325e-07
413093 0.039266961021246 -2.3346909025473e-06 1.9595852633167e-06
413149 0.039270989732841 -6.3780047969057e-07 1.849710656246e-07
413210 0.039268605556145 2.7502628332164e-06 -4.5355141154914e-07
413277 0.039268596242955 1.7424264665203e-06 1.8748353515394e-07
413331 0.039270980419651 -2.662308209865e-07 1.4761892506736e-06
413388 0.039268153132331 -2.6567314058017e-07 1.4814209331407e-06
413441 0.039264423933737 -2.6509452537809e-07 8.9055050899373e-07
413494 0.039269792987898 2.0593663974899e-06 6.923214237472e-07
413550 0.03926994129896 -2.6392290500697e-07 1.4970245476017e-06
413600 0.039268443303869 -2.6330888987542e-07 1.5021663641579e-06
413650 0.039267561733473 1.7287129053237e-06 1.9640239138798e-07
413701 0.039270236058793 1.7266927296575e-06 1.97683794425e-07
413759 0.039266369622387 -2.6456683708145e-06 9.2175774184737e-07
413813 0.039273526945585 -3.3068175848192e-07 1.0014044740084e-07
413885 0.040762106171324 4.4365832875208e-06 6.9684436217579e-07
413944 0.042135184950074 -2.5940747912983e-07 1.5339685018906e-06
414000 0.04213775454326 -2.6428026482733e-06 1.5394792355769e-06
414053 0.042139361995558 1.7145910792941e-06 2.0584372994424e-07
414104 0.042135189606758 -2.6414161339826e-06 1.5506713427367e-06
414155 0.042137163166961 -6.7375516495858e-07 2.0866620672493e-07
414207 0.04213757382893 1.7083707511621e-06 2.1009589572075e-07
414259 0.042137759199766 -2.6389962158516e-06 1.5673001838417e-06
414310 0.042137583142298 2.6833973446963e-06 -4.6703087932923e-07
414364 0.04213757382893 -2.5327028576639e-07 1.5784770095704e-06
414416 0.042139537985171 -2.5244067694289e-07 1.5839731138489e-06
414466 0.042133992838989 2.1326037805504e-06 1.5895873674259e-06
414517 0.042137749886754 -2.634897046523e-06 1.5950794952552e-06
414570 0.04213757382893 1.6939615772656e-06 2.2017012434888e-07
414624 0.046837481097589 -2.4895608866252e-07 1.6068587932451e-06
414677 0.048327569199409 -2.4793679173521e-07 1.6131591255738e-06
414728 0.04833060954577 -2.4692077899385e-07 1.6195804023939e-06
414783 0.048326377133797 4.0687380481853e-06 2.2682657061404e-07
414834 0.048328812065774 -2.4482407749604e-07 1.6322912111284e-06
414888 0.048328816722457 -7.0420783710869e-07 2.3022749509338e-07
414942 0.04833055867645 -7.065032590511e-07 2.3192317700559e-07
414992 0.048328821379141 2.6338427697274e-06 1.2084910509797e-07
415043 0.048328765921526 -2.9801367440115e-06 1.1792610716142e-06
415094 0.048330008833543 1.6707497814241e-06 2.370790790241e-07
415145 0.048327028555829 -2.3816590624924e-07 1.6703616770598e-06
415197 0.048331741429048 -2.3699354720711e-07 1.6766337238376e-06
415255 0.048327033212513 -2.3582392165633e-07 1.6830304210224e-06
415308 0.054515600413647 4.0453264851073e-06 2.4423434486285e-07
415362 0.055044602463736 -2.6173175672758e-06 1.6973759293183e-06
415413 0.05504877950922 2.1570331810031e-07 -4.7993261381009e-07
415467 0.055044281512254 4.0375249044326e-06 2.5023587777054e-07
415522 0.055045785261454 -2.2883434822078e-07 1.7189697946629e-06
415576 0.05504487754506 2.1567658775071e-06 1.7260941821565e-06
415627 0.055045198519279 -2.6101165330955e-06 1.7333459988733e-06
415680 0.055045799231506 2.5768955953336e-06 -4.8274235582337e-07
415734 0.055045482890878 -2.2286685986894e-07 1.7476387658739e-06
415787 0.055046390630364 -7.4621896212803e-07 2.6244129421391e-07
415837 0.055046078923684 1.6353848199682e-06 2.6448847039974e-07
415890 0.055048765539168 1.6328970291089e-06 2.6656310893655e-07
415946 0.061361021677944 -2.60063860103e-06 1.7771952549435e-06
415997 0.062089431183542 1.6271360339314e-06 2.7120795478217e-07
416048 0.062090002263521 1.6243428166947e-06 2.7357289762139e-07
416100 0.062088234461425 -2.5949776797901e-06 1.8013218830224e-06
416153 0.06208942017803 -7.6556769133233e-07 2.7830863063538e-07
416205 0.062090598319064 1.6158211476344e-06 2.8068973120276e-07
416260 0.062085836360683 -2.0505992961071e-07 1.8254634409989e-06
416311 0.062088805495751 -2.0308843409887e-07 1.8335683020463e-06
416365 0.062090022559842 -7.7682640883115e-07 2.8787470320902e-07
416419 0.062088810152435 3.9887848817721e-06 8.8635710992975e-07
416471 0.062088214096892 -2.9724519613124e-06 1.4079447193059e-06
416527 0.066201480135717 -7.8539812914997e-07 2.9531022064472e-07
416578 0.06909429751427 -7.8852148516969e-07 -2.9801526567688e-07
416632 0.069100602328402 1.9883432507447e-06 1.5037925105706e-07
416683 0.069095480311987 2.0968009753077e-07 2.3371714450879e-06
416740 0.069096071710846 1.5864765638616e-06 3.0626102678288e-07
416793 0.069095233376645 -2.566881189359e-06 1.3145197331394e-06
416862 0.069096681736441 -4.0192384975693e-07 1.5589708927486e-07
416937 0.069095829409451 1.9807045227377e-06 7.5331508783627e-07
416997 0.069099657357471 -2.5593940922659e-06 1.9371923094184e-06
417049 0.0690972731353 1.5712934550081e-06 3.2017299081319e-07
417105 0.06909821819718 -8.1590508064104e-07 -2.730581301918e-07
417158 0.074849255690542 2.8406951482394e-06 -6.5615977783575e-07
417219 0.075634360508952 -2.1370655363033e-06 1.8094110848134e-06
417276 0.075634265497146 -4.1285507705543e-07 1.6613353728484e-07
417331 0.075636649719317 -4.1447798142746e-07 1.6769796309741e-07
417382 0.075634360508952 -4.1607911580395e-07 1.692620427377e-07
417435 0.075636044350407 1.9665161450267e-06 7.669006187892e-07
417489 0.075637317390449 2.2352264738256e-06 1.4259905367663e-06
417543 0.075633646158184 2.7515675707432e-07 2.4537128901749e-06
417595 0.075633650814868 -1.4256063811501e-07 2.0412358276229e-06
417647 0.075632558441017 -2.5234575060609e-06 1.4546746325907e-06
417702 0.078534080369745 1.9584904423638e-06 7.749362692022e-07
417756 0.081113722686797 -8.548076839909e-07 9.5724101719592e-07
417809 0.081115624865887 1.0969173701775e-06 -4.9011991815824e-08
417866 0.081116816976973 -1.2518532936275e-07 2.0912870795428e-06
417922 0.081114914752408 1.5192775468937e-06 3.7167018097183e-07
417976 0.081113240643716 1.5160155130795e-06 9.7125447775503e-07
418031 0.081117280257605 1.8343366377003e-06 2.311028422187e-06
418086 0.08111561555252 -5.4767025483867e-07 1.7269567011004e-06
418138 0.081116816976973 -8.780822871824e-07 3.8582316754047e-07
418191 0.081114924065421 -8.8131160038518e-07 9.8540898659019e-07
418243 0.082667772126178 1.0572387793885e-06 -6.4943170366024e-09
418294 0.085052344718553 -8.8801193607915e-07 3.9679517863976e-07
418346 0.085055589257529 1.4928020119094e-06 4.0059401320813e-07
418400 0.085054387833076 -2.4702162075763e-06 1.5978927439771e-06
418454 0.08505413281697 -4.4904285468106e-07 8.0012734293733e-07
418508 0.085057377424158 1.482776385146e-06 4.1203126123716e-07
418559 0.085055911602375 1.4794104749093e-06 -1.8017656423312e-07
418611 0.085054974575251 3.8542955638597e-07 2.0259594941399e-06
418662 0.085050811499819 3.9152837985621e-07 2.0344466302964e-06
418713 0.085057699700792 3.9764898277616e-07 2.0428305417555e-06
418767 0.085805427130422 -1.9803324330178e-06 1.4553625175552e-06
418820 0.087277940527847 2.3841312225825e-06 -0
418871 0.087273521245804 8.788976474131e-07 1.8489218016479e-06
418922 0.087272329134718 -1.4972425454394e-06 1.8554729635259e-06
418975 0.087278545873665 0 -0
419029 0.087274126614714 0 -0
419083 0.087276161742442 2.3841312225825e-06 1.192065469186e-06
419135 0.087272925190261 1.4435603647362e-06 1.0558526314686e-06
419186 0.087274126614714 -2.8721775035068e-06 2.5835605878947e-06
419249 0.087276161742442 -6.9642309102988e-07 -8.4098908093147e-07
419301 0.087274731983625 -9.5016801872051e-07 1.0682295510768e-06
419353 0.087732722871567 4.7698108244552e-06 -1.192065469186e-06
419408 0.087774803957332 -4.7359419167337e-07 2.0376526480401e-06
419460 0.087784340846017 9.9261492624921e-09 2.4038709673391e-06
419510 0.087775031887755 1.5266798116905e-08 3.0102207190932e-06
419562 0.087783148734932 -4.6221339712611e-07 2.0752082468489e-06
419616 0.087779790837188 2.4102174915159e-06 2.4349355706727e-06
419668 0.087776005381785 -2.3526571076549e-06 3.0414217022452e-06
419720 0.087780783139496 2.2942206129617e-06 -1.7868074816352e-06
419783 0.087782789627241 1.4063122218832e-06 2.2983355772716e-06
419836 0.087781956623846 2.3163444091647e-06 1.2863876186229e-06
419888 0.087685617653896 9.6240697097124e-07 2.6685998750374e-06
419939 0.086927194348678 1.4570756622316e-06 3.0197248066318e-06
419990 0.086924819439875 4.0498981739042e-07 1.0548787467347e-06
420043 0.086925079793892 3.9921540943876e-07 1.0634533565008e-06
420094 0.086926020864328 3.9350883478866e-07 4.7607793170509e-07
420148 0.086926886518334 -3.8813722172289e-06 1.4066008377366e-06
