simu_time positon_x positon_y positon_z orientation_x orientation_y orientation_z
396663 0.010520040988922 9.4026276542536e-08 0 -1.5707968473434 1.3296957015991 1.5707968473434
396718 0.011573985219002 9.2346567726054e-08 0 -1.5707968473434 1.3379007577896 1.5707968473434
396775 0.012673988938332 9.1166391769093e-08 0 -1.5707968473434 1.3439486026764 1.5707968473434
396831 0.013823986053467 8.993257694101e-08 0 -1.5707963705063 1.3502705097198 1.5707963705063
396889 0.015023976564407 8.8645116136377e-08 0 -1.5707963705063 1.3568677902222 1.5707963705063
396946 0.016273990273476 8.7304009355194e-08 0 -1.5707968473434 1.3637406826019 1.5707968473434
397009 0.017573982477188 8.5909263702888e-08 0 -1.5707963705063 1.3708872795105 1.5707963705063
397072 0.018923982977867 8.4460864968605e-08 0 -1.5707963705063 1.3783092498779 1.5707963705063
397132 0.020323976874352 8.2958834468627e-08 0 -1.5707963705063 1.3860061168671 1.5707963705063
397192 0.021776705980301 8.1835331400271e-08 0 -1.5707969665527 1.3920826911926 1.5707969665527
397260 0.023276716470718 8.0702839966307e-08 0 -1.5707963705063 1.3982342481613 1.5707963705063
397321 0.02482670545578 7.9532611607647e-08 0 -1.5707963705063 1.4045915603638 1.5707963705063
397375 0.026426717638969 7.8324617902581e-08 0 -1.570797085762 1.4111546278 1.570797085762
397428 0.028076708316803 7.7078880167392e-08 0 -1.570797085762 1.4179223775864 1.570797085762
397483 0.029776707291603 7.5795398402079e-08 0 -1.5707963705063 1.4248943328857 1.5707963705063
397562 0.03152671456337 7.4474158395788e-08 0 -1.5707963705063 1.4320721626282 1.5707963705063
397626 0.033334732055664 7.3401871247825e-08 0 -1.5707963705063 1.4382011890411 1.5707963705063
397683 0.035184726119041 7.2379378934784e-08 0 -1.5707963705063 1.4441441297531 1.5707963705063
397738 0.037084728479385 7.1329253614749e-08 0 -1.5707973241806 1.4502494335175 1.5707973241806
397796 0.039034724235535 7.0251495287721e-08 0 -1.5707963705063 1.4565138816833 1.5707963705063
397852 0.041034728288651 6.9146096848272e-08 0 -1.5707974433899 1.4629399776459 1.5707974433899
397909 0.043084725737572 6.8013065401828e-08 0 -1.5707963705063 1.4695255756378 1.5707963705063
397962 0.045184731483459 6.6852400948392e-08 0 -1.5707963705063 1.4762713909149 1.5707963705063
398022 0.047345966100693 6.5857847175721e-08 0 -1.5707976818085 1.4823427200317 1.5707976818085
398077 0.049545958638191 6.4950022249377e-08 0 -1.5707963705063 1.4880561828613 1.5707963705063
398136 0.051795959472656 6.4021570267414e-08 0 -1.5707963705063 1.4939013719559 1.5707963705063
398191 0.054095953702927 6.3072477018977e-08 0 -1.5707955360413 1.4998755455017 1.5707955360413
398246 0.056445956230164 6.2102756714921e-08 0 -1.5707963705063 1.5059804916382 1.5707963705063
398303 0.058845952153206 6.1112402249819e-08 0 -1.5707963705063 1.5122156143188 1.5707963705063
398359 0.061295956373215 6.010141362367e-08 0 -1.5707963705063 1.5185785293579 1.5707963705063
398412 0.063795953989029 5.9202918123447e-08 0 -1.5707963705063 1.5244916677475 1.5707963705063
398465 0.066295951604843 5.8428057059245e-08 0 -1.5707963705063 1.5298593044281 1.5707963705063
398519 0.068795949220657 5.7653195995044e-08 0 -1.5707963705063 1.5352252721786 1.5707963705063
398575 0.071295946836472 5.6878334930843e-08 0 -1.5708003044128 1.5405967235565 1.5708003044128
398629 0.073795944452286 5.6103477419356e-08 0 -1.5707938671112 1.5459580421448 1.5707938671112
398683 0.076295956969261 5.5328616355155e-08 0 -1.5707963705063 1.551325917244 1.5707963705063
398738 0.078795954585075 5.4553758843667e-08 0 -1.5708048343658 1.5567035675049 1.5708048343658
398793 0.081295967102051 5.3778897779466e-08 0 -1.5707963705063 1.5620616674423 1.5707963705063
398854 0.083795964717865 5.3173948799667e-08 0 -1.5707963705063 1.5666819810867 1.5707963705063
398908 0.086295962333679 5.2595432009639e-08 0 0 1.570307970047 2.6193450186618e-10
398966 0.088795959949493 5.2016918772324e-08 0 1.5707963705063 1.565913438797 -1.5707963705063
399044 0.091295957565308 5.1438401982296e-08 0 1.570809006691 1.5614167451859 -1.570809006691
399128 0.093795955181122 5.0859885192267e-08 0 1.5708049535751 1.5568995475769 -1.5708049535751
399279 0.096295952796936 5.0281371954952e-08 0 1.5707963705063 1.5523929595947 -1.5707963705063
399341 0.09879595041275 4.9702855164924e-08 0 1.5707963705063 1.5478882789612 -1.5707963705063
399397 0.10129594802856 4.9124338374895e-08 0 1.5708006620407 1.5433843135834 -1.5708006620407
399450 0.10379596054554 4.8575568456499e-08 0 1.5708000659943 1.539009809494 -1.5708000659943
399507 0.10629595816135 4.8152063669704e-08 0 1.5707963705063 1.5351850986481 -1.5707963705063
399559 0.10879595577717 4.7728555330195e-08 0 1.5707963705063 1.5313606262207 -1.5707963705063
399611 0.11129595339298 4.73050505434e-08 0 1.5707991123199 1.5275393724442 -1.5707991123199
399667 0.1137959510088 4.6881545756605e-08 0 1.5707963705063 1.5237139463425 -1.5707963705063
399722 0.11629596352577 4.6458037417096e-08 0 1.5707986354828 1.5198911428452 -1.5707986354828
399775 0.11879596114159 4.6034529077588e-08 0 1.5707985162735 1.5160682201385 -1.5707985162735
399827 0.1212959587574 4.5611024290793e-08 0 1.5707983970642 1.5122451782227 -1.5707983970642
399878 0.12379595637321 4.5187519503997e-08 0 1.5707963705063 1.5084198713303 -1.5707963705063
399930 0.12629595398903 4.4764011164489e-08 0 1.5707981586456 1.5045982599258 -1.5707981586456
399986 0.12879595160484 4.4403002164017e-08 0 1.5707980394363 1.5010467767715 -1.5707980394363
400042 0.13129596412182 4.4104975671644e-08 0 1.5707963705063 1.4977734088898 -1.5707963705063
400093 0.13379596173763 4.3806952731984e-08 0 1.5707955360413 1.4945003986359 -1.5707955360413
400145 0.13629598915577 4.350892623961e-08 0 1.5707963705063 1.491227388382 -1.5707963705063
400205 0.13879595696926 4.3210906852664e-08 0 1.5707963705063 1.4879560470581 -1.5707963705063
400262 0.14129596948624 4.2912883913004e-08 0 1.5707976818085 1.4846847057343 -1.5707976818085
400318 0.14379596710205 4.2614860973345e-08 0 1.5707963705063 1.4814110994339 -1.5707963705063
400372 0.14629596471786 4.2316838033685e-08 0 1.5707963705063 1.478138923645 -1.5707963705063
400429 0.14879597723484 4.2018811541311e-08 0 1.5707963705063 1.4748660326004 -1.5707963705063
400489 0.15129595994949 4.1720788601651e-08 0 1.5707975625992 1.4715943336487 -1.5707975625992
400544 0.15379597246647 4.1422765661991e-08 0 1.5707974433899 1.4683218002319 -1.5707974433899
400602 0.15629595518112 4.1205989731452e-08 0 1.5707974433899 1.4654071331024 -1.5707974433899
400656 0.1587959676981 4.1011624318799e-08 0 1.5707974433899 1.462590098381 -1.5707974433899
400713 0.16129598021507 4.0817262458859e-08 0 1.5707974433899 1.4597737789154 -1.5707974433899
400775 0.16379596292973 4.0622900598919e-08 0 1.5707973241806 1.4569569826126 -1.5707973241806
400833 0.1662959754467 4.0428535186265e-08 0 1.5707957744598 1.4541387557983 -1.5707957744598
400888 0.16879595816135 4.0234173326326e-08 0 1.5707973241806 1.4513232707977 -1.5707973241806
400944 0.17129595577717 4.0039811466386e-08 0 1.5707963705063 1.4485054016113 -1.5707963705063
400997 0.1737959831953 3.9845446053732e-08 0 1.5707963705063 1.4456894397736 -1.5707963705063
401050 0.17629596590996 3.9651084193792e-08 0 1.5707972049713 1.4428735971451 -1.5707972049713
401104 0.17879597842693 3.9456722333853e-08 0 1.5707963705063 1.4400563240051 -1.5707963705063
401161 0.18129596114159 3.9262360473913e-08 0 1.5707963705063 1.437239408493 -1.5707963705063
401216 0.1837959587574 3.9072268975815e-08 0 1.5707972049713 1.4344365596771 -1.5707972049713
401286 0.18629598617554 3.8964980575429e-08 0 1.5707972049713 1.4320014715195 -1.5707972049713
401342 0.18879595398903 3.8857692175043e-08 0 1.5707972049713 1.4295669794083 -1.5707972049713
401399 0.19129598140717 3.8750403774657e-08 0 1.5707963705063 1.4271322488785 -1.5707963705063
401457 0.19379596412182 3.8643115374271e-08 0 1.5707963705063 1.424697637558 -1.5707963705063
401520 0.19629597663879 3.8535826973884e-08 0 1.5707963705063 1.4222632646561 -1.5707963705063
401582 0.19879597425461 3.8428538573498e-08 0 1.5707963705063 1.4198286533356 -1.5707963705063
401639 0.20129595696926 3.8321250173112e-08 0 1.5707963705063 1.4173941612244 -1.5707963705063
401699 0.2037959843874 3.8213961772726e-08 0 1.5707963705063 1.4149596691132 -1.5707963705063
401754 0.20629595220089 3.810667337234e-08 0 1.570797085762 1.4125263690948 -1.570797085762
401808 0.20879597961903 3.7999384971954e-08 0 1.5707963705063 1.4100909233093 -1.5707963705063
401864 0.21129597723484 3.7892096571568e-08 0 1.5707963705063 1.407656788826 -1.5707963705063
401919 0.21379595994949 3.7784808171182e-08 0 1.5707963705063 1.4052226543427 -1.5707963705063
401970 0.21629597246647 3.7699326327356e-08 0 1.5707963705063 1.4028782844543 -1.5707963705063
402025 0.21879595518112 3.7666211483156e-08 0 1.570797085762 1.4007704257965 -1.570797085762
402084 0.2212959676981 3.763310019167e-08 0 1.5707969665527 1.3986624479294 -1.5707969665527
402137 0.22379598021507 3.759998534747e-08 0 1.5707969665527 1.3965535163879 -1.5707969665527
402190 0.22629596292973 3.7566870503269e-08 0 1.5707963705063 1.3944448232651 -1.5707963705063
402242 0.2287959754467 3.7533755659069e-08 0 1.5707963705063 1.3923366069794 -1.5707963705063
402300 0.23129595816135 3.7500644367583e-08 0 1.5707963705063 1.3902282714844 -1.5707963705063
402359 0.23379597067833 3.7467529523383e-08 0 1.5707963705063 1.3881199359894 -1.5707963705063
402416 0.2362959831953 3.7434414679183e-08 0 1.5707969665527 1.3860116004944 -1.5707969665527
402472 0.23879596590996 3.7401303387696e-08 0 1.5707963705063 1.3839025497437 -1.5707963705063
402529 0.24129596352577 3.7368188543496e-08 0 1.5707969665527 1.3817949295044 -1.5707969665527
402584 0.24379596114159 3.7335073699296e-08 0 1.5707963705063 1.3796863555908 -1.5707963705063
402638 0.24629597365856 3.730196240781e-08 0 1.5707969665527 1.377578496933 -1.5707969665527
402693 0.24879597127438 3.726884756361e-08 0 1.5707960128784 1.3754694461823 -1.5707960128784
402749 0.25129598379135 3.7252902984619e-08 0 1.5707963705063 1.3734288215637 -1.5707963705063
402804 0.25379598140717 3.7252902984619e-08 0 1.5707969665527 1.3714654445648 -1.5707969665527
402860 0.25629594922066 3.7252902984619e-08 0 1.5707969665527 1.3695023059845 -1.5707969665527
402917 0.25879594683647 3.7252902984619e-08 0 1.5707969665527 1.3675389289856 -1.5707969665527
402968 0.26129600405693 3.7252902984619e-08 0 1.5707969665527 1.365574836731 -1.5707969665527
403023 0.26379597187042 3.7252902984619e-08 0 1.5707968473434 1.3636119365692 -1.5707968473434
403075 0.26629596948624 3.7252902984619e-08 0 1.5707968473434 1.3616483211517 -1.5707968473434
403129 0.26879596710205 3.7252902984619e-08 0 1.5707968473434 1.3596844673157 -1.5707968473434
403184 0.27129596471786 3.7252902984619e-08 0 1.5707963705063 1.3577208518982 -1.5707963705063
403252 0.273795992136 3.7252902984619e-08 0 1.5707968473434 1.3557574748993 -1.5707968473434
403308 0.27629595994949 3.7252902984619e-08 0 1.5707968473434 1.353794336319 -1.5707968473434
403361 0.27879598736763 3.7252902984619e-08 0 1.5707968473434 1.3518304824829 -1.5707968473434
403420 0.28129595518112 3.7252902984619e-08 0 1.5707968473434 1.3498673439026 -1.5707968473434
403476 0.28379595279694 3.7252902984619e-08 0 1.5707968473434 1.3479037284851 -1.5707968473434
403536 0.28629598021507 3.7252902984619e-08 0 1.5707968473434 1.3459401130676 -1.5707968473434
403591 0.28879597783089 3.7252902984619e-08 0 1.5707968473434 1.3439769744873 -1.5707968473434
403649 0.2912959754467 3.7252902984619e-08 0 1.5707968473434 1.3420133590698 -1.5707968473434
403705 0.29379594326019 3.7252902984619e-08 0 1.5707968473434 1.3400499820709 -1.5707968473434
403759 0.29629597067833 3.7252902984619e-08 0 1.5707963705063 1.338085770607 -1.5707963705063
403815 0.29879599809647 3.7252902984619e-08 0 1.5707968473434 1.3361228704453 -1.5707968473434
403870 0.30129596590996 3.7252902984619e-08 0 1.5707963705063 1.3341586589813 -1.5707963705063
403925 0.30379596352577 3.7252902984619e-08 0 1.5707968473434 1.332195520401 -1.5707968473434
403983 0.30629596114159 3.7252902984619e-08 0 1.5707963705063 1.3302317857742 -1.5707963705063
404039 0.30879598855972 3.7252902984619e-08 0 1.5707968473434 1.3282685279846 -1.5707968473434
404099 0.31129598617554 3.7252902984619e-08 0 1.5707968473434 1.3263053894043 -1.5707968473434
404153 0.31379595398903 3.7252902984619e-08 0 1.5707968473434 1.3243417739868 -1.5707968473434
404208 0.31629598140717 3.7252902984619e-08 0 1.5707963705063 1.3223778009415 -1.5707963705063
404266 0.31879594922066 3.7252902984619e-08 0 1.5707968473434 1.3204147815704 -1.5707968473434
404319 0.32129597663879 3.7252902984619e-08 0 1.5707968473434 1.318451166153 -1.5707968473434
404373 0.32379597425461 3.7252902984619e-08 0 1.5707968473434 1.3164879083633 -1.5707968473434
404434 0.32629597187042 3.7252902984619e-08 0 1.5707968473434 1.3145244121552 -1.5707968473434
404490 0.32879596948624 3.7252902984619e-08 0 1.5707968473434 1.3125606775284 -1.5707968473434
404544 0.33129593729973 3.7252902984619e-08 0 1.5707968473434 1.3105974197388 -1.5707968473434
404602 0.33379599452019 3.7252902984619e-08 0 1.5707967281342 1.3086338043213 -1.5707967281342
404658 0.336295992136 3.7252902984619e-08 0 1.5707967281342 1.3066701889038 -1.5707967281342
404715 0.33879598975182 3.7252902984619e-08 0 1.5707967281342 1.3047068119049 -1.5707967281342
404779 0.34129595756531 3.7252902984619e-08 0 1.5707967281342 1.3027431964874 -1.5707967281342
404836 0.34379595518112 3.7252902984619e-08 0 1.5707963705063 1.3007794618607 -1.5707963705063
404896 0.34629598259926 3.7252902984619e-08 0 1.5707967281342 1.298816204071 -1.5707967281342
404952 0.34879598021507 3.7252902984619e-08 0 1.5707967281342 1.2968527078629 -1.5707967281342
405005 0.35129597783089 3.7252902984619e-08 0 1.5707963705063 1.2948889732361 -1.5707963705063
405061 0.35379594564438 3.7252902984619e-08 0 1.5707967281342 1.2929257154465 -1.5707967281342
405120 0.35629594326019 3.7252902984619e-08 0 1.5707963705063 1.290962100029 -1.5707963705063
405179 0.35879597067833 3.7252902984619e-08 0 1.5707963705063 1.2889984846115 -1.5707963705063
405248 0.36129599809647 3.7252902984619e-08 0 1.5707967281342 1.2870352268219 -1.5707967281342
405314 0.36379599571228 3.7252902984619e-08 0 1.5707967281342 1.2850720882416 -1.5707967281342
405382 0.36629593372345 3.7252902984619e-08 0 1.5707967281342 1.2831084728241 -1.5707967281342
405436 0.36879596114159 3.7252902984619e-08 0 1.5707963705063 1.2811444997787 -1.5707963705063
405490 0.37129598855972 3.7252902984619e-08 0 1.5707967281342 1.2791812419891 -1.5707967281342
405549 0.37379598617554 3.7252902984619e-08 0 1.5707967281342 1.2772176265717 -1.5707967281342
405606 0.37629598379135 3.7252902984619e-08 0 1.5707967281342 1.2752542495728 -1.5707967281342
405662 0.37879595160484 3.7252902984619e-08 0 1.5707967281342 1.2732908725739 -1.5707967281342
405718 0.38129597902298 3.7252902984619e-08 0 1.5707967281342 1.271327495575 -1.5707967281342
405787 0.38379597663879 3.7252902984619e-08 0 1.5707967281342 1.2693638801575 -1.5707967281342
405849 0.38629597425461 3.7252902984619e-08 0 1.5707963705063 1.2674001455307 -1.5707963705063
405916 0.38879600167274 3.7252902984619e-08 0 1.5707967281342 1.2654370069504 -1.5707967281342
405986 0.39129593968391 3.7252902984619e-08 0 1.5707967281342 1.2634733915329 -1.5707967281342
406062 0.39379596710205 3.7252902984619e-08 0 1.5707963705063 1.2615095376968 -1.5707963705063
406121 0.39629596471786 3.7252902984619e-08 0 1.5707967281342 1.2595462799072 -1.5707967281342
406183 0.398795992136 3.7252902984619e-08 0 1.5707967281342 1.2575829029083 -1.5707967281342
406242 0.40129598975182 3.7252902984619e-08 0 1.5707967281342 1.2556192874908 -1.5707967281342
406295 0.40379592776299 3.7252902984619e-08 0 1.5707963705063 1.2536554336548 -1.5707963705063
406349 0.40629598498344 3.7252902984619e-08 0 1.5707967281342 1.251692533493 -1.5707967281342
406409 0.40879598259926 3.7252902984619e-08 0 1.5707967281342 1.2497290372849 -1.5707967281342
406464 0.41129598021507 3.7252902984619e-08 0 1.5707963705063 1.2477653026581 -1.5707963705063
406534 0.41379597783089 3.7252902984619e-08 0 1.5707967281342 1.2458019256592 -1.5707967281342
406604 0.41629594564438 3.7252902984619e-08 0 1.5707967281342 1.243838429451 -1.5707967281342
406657 0.41879597306252 3.7252902984619e-08 0 1.5707967281342 1.2418750524521 -1.5707967281342
406710 0.42129597067833 3.7252902984619e-08 0 1.5707967281342 1.2399113178253 -1.5707963705063
406767 0.42379596829414 3.7252902984619e-08 0 1.5707967281342 1.237948179245 -1.5707967281342
406819 0.42629599571228 3.7252902984619e-08 0 1.5707963705063 1.2359842061996 -1.5707963705063
406874 0.42879593372345 3.7252902984619e-08 0 1.5707963705063 1.2340207099915 -1.5707963705063
406931 0.43129596114159 3.7252902984619e-08 0 1.5707963705063 1.232057094574 -1.5707963705063
406982 0.43379598855972 3.7252902984619e-08 0 1.5707967281342 1.2300941944122 -1.5707967281342
407038 0.43629598617554 3.7252902984619e-08 0 1.5707967281342 1.2281305789948 -1.5707967281342
407089 0.43879598379135 3.7252902984619e-08 0 1.5707967281342 1.2261672019958 -1.5707967281342
407143 0.44129595160484 3.7252902984619e-08 0 1.5707967281342 1.2242034673691 -1.5707967281342
407196 0.44379597902298 3.7252902984619e-08 0 1.5707967281342 1.2222399711609 -1.5707967281342
407259 0.44629597663879 3.7252902984619e-08 0 1.5707967281342 1.2202764749527 -1.5707967281342
407316 0.44879597425461 3.7252902984619e-08 0 1.5707963705063 1.2183128595352 -1.5707963705063
407379 0.45129597187042 3.7252902984619e-08 0 1.5707967281342 1.2163496017456 -1.5707967281342
407442 0.45379596948624 3.7252902984619e-08 0 1.5707966089249 1.2143861055374 -1.5707966089249
407498 0.45629596710205 3.7252902984619e-08 0 1.5707966089249 1.2124226093292 -1.5707966089249
407552 0.45879596471786 3.7252902984619e-08 0 1.5707963705063 1.2104588747025 -1.5707963705063
407609 0.461295992136 3.7252902984619e-08 0 1.5707963705063 1.208495259285 -1.5707963705063
407668 0.46379598975182 3.7252902984619e-08 0 1.5707963705063 1.2065317630768 -1.5707963705063
407723 0.46629595756531 3.7252902984619e-08 0 1.5707963705063 1.2045682668686 -1.5707963705063
407781 0.46879598498344 3.7252902984619e-08 0 1.5707966089249 1.2026048898697 -1.5707966089249
407836 0.47129598259926 3.7252902984619e-08 0 1.5707963705063 1.2006411552429 -1.5707963705063
407893 0.47379598021507 3.7252902984619e-08 0 1.5707966089249 1.1986780166626 -1.5707966089249
407947 0.47629597783089 3.7252902984619e-08 0 1.5707963705063 1.1967144012451 -1.5707963705063
408001 0.47879594564438 3.7252902984619e-08 0 1.5707966089249 1.1947510242462 -1.5707963705063
408056 0.48129594326019 3.7252902984619e-08 0 1.5707966089249 1.1927877664566 -1.5707966089249
408114 0.48379600048065 3.7252902984619e-08 0 1.5707969665527 1.1908242702484 -1.5707966089249
408168 0.48629599809647 3.7252902984619e-08 0 1.5707963705063 1.1888602972031 -1.5707963705063
408222 0.48879599571228 3.7252902984619e-08 0 1.5707966089249 1.1868969202042 -1.5707963705063
408278 0.49129596352577 3.7252902984619e-08 0 1.5707966089249 1.1849336624146 -1.5707966089249
408334 0.49379596114159 3.7252902984619e-08 0 1.5707966089249 1.1829699277878 -1.5707963705063
408388 0.4962959587574 3.7252902984619e-08 0 1.5707966089249 1.1810064315796 -1.5707963705063
408445 0.49879595637321 3.7252902984619e-08 0 1.5707966089249 1.1790430545807 -1.5707966089249
408503 0.50129592418671 3.7252902984619e-08 0 1.5707966089249 1.1770797967911 -1.5707966089249
408555 0.50379598140717 3.7252902984619e-08 0 1.5707966089249 1.1751160621643 -1.5707963705063
408608 0.50629591941833 3.7252902984619e-08 0 1.5707963705063 1.1731524467468 -1.5707963705063
408661 0.50879597663879 3.7252902984619e-08 0 1.5707963705063 1.1711889505386 -1.5707963705063
408712 0.51129603385925 3.7252902984619e-08 0 1.5707966089249 1.1692255735397 -1.5707966089249
408769 0.51379597187042 3.7252902984619e-08 0 1.5707966089249 1.1672621965408 -1.5707966089249
408823 0.51629590988159 3.7252902984619e-08 0 1.5707963705063 1.1652985811234 -1.5707963705063
408877 0.51879596710205 3.7252902984619e-08 0 1.5707966089249 1.1633350849152 -1.5707966089249
408928 0.52129602432251 3.7252902984619e-08 0 1.5707966089249 1.1613717079163 -1.5707963705063
408981 0.52379596233368 3.7252902984619e-08 0 1.5707966089249 1.1594082117081 -1.5707966089249
409032 0.52629601955414 3.7252902984619e-08 0 1.5707963705063 1.1574444770813 -1.5707963705063
409084 0.52879595756531 3.7252902984619e-08 0 1.5707966089249 1.1554812192917 -1.5707966089249
409136 0.53129589557648 3.7252902984619e-08 0 1.5707963705063 1.1535176038742 -1.5707963705063
409186 0.53379595279694 3.7252902984619e-08 0 1.5707963705063 1.151554107666 -1.5707963705063
409246 0.5362960100174 3.7252902984619e-08 0 1.5707966089249 1.1495906114578 -1.5707966089249
409299 0.53879606723785 3.7252902984619e-08 0 1.5707966089249 1.1476273536682 -1.5707966089249
409352 0.54129600524902 3.7252902984619e-08 0 1.5707963705063 1.1456634998322 -1.5707963705063
409404 0.54379594326019 3.7252902984619e-08 0 1.5707963705063 1.1436998844147 -1.5707963705063
409455 0.54629600048065 3.7252902984619e-08 0 1.5707966089249 1.1417368650436 -1.5707966089249
409515 0.54879593849182 3.7252902984619e-08 0 1.5707966089249 1.1397733688354 -1.5707966089249
409565 0.55129599571228 3.7252902984619e-08 0 1.5707963705063 1.1378096342087 -1.5707963705063
409624 0.55379593372345 3.7252902984619e-08 0 1.5707963705063 1.1358461380005 -1.5707963705063
409675 0.55629599094391 3.7252902984619e-08 0 1.5707968473434 1.1338829994202 -1.5707966089249
409725 0.55879604816437 3.7252902984619e-08 0 1.5707966089249 1.1319193840027 -1.5707966089249
409779 0.56129598617554 3.7252902984619e-08 0 1.5707966089249 1.1299557685852 -1.5707966089249
409832 0.563796043396 3.7252902984619e-08 0 1.5707966089249 1.1279921531677 -1.5707966089249
409883 0.56629598140717 3.7252902984619e-08 0 1.5707966089249 1.1260288953781 -1.5707966089249
409937 0.56879591941833 3.7252902984619e-08 0 1.5707963705063 1.1240650415421 -1.5707963705063
409989 0.57129597663879 3.7252902984619e-08 0 1.5707966089249 1.1221017837524 -1.5707963705063
410041 0.57379591464996 3.7252902984619e-08 0 1.5707963705063 1.120138168335 -1.5707963705063
410093 0.57629597187042 3.7252902984619e-08 0 1.5707966089249 1.1181749105453 -1.5707966089249
410148 0.57879590988159 3.7252902984619e-08 0 1.5707966089249 1.1162114143372 -1.5707966089249
410200 0.58129596710205 3.7252902984619e-08 0 1.5707968473434 1.114247918129 -1.5707966089249
410250 0.58379602432251 3.7252902984619e-08 0 1.5707963705063 1.1122841835022 -1.5707963705063
410302 0.58629596233368 3.7252902984619e-08 0 1.5707966089249 1.1103208065033 -1.5707966089249
410357 0.58879601955414 3.7252902984619e-08 0 1.5707966089249 1.1083574295044 -1.5707966089249
410408 0.59129595756531 3.7252902984619e-08 0 1.5707966089249 1.1063938140869 -1.5707966089249
410464 0.59379601478577 3.7252902984619e-08 0 1.5707963705063 1.1044301986694 -1.5707963705063
410518 0.59629595279694 3.7252902984619e-08 0 1.5707963705063 1.102466583252 -1.5707963705063
410580 0.5987960100174 3.7252902984619e-08 0 1.5707966089249 1.1005034446716 -1.5707966089249
410635 0.60129594802856 3.7252902984619e-08 0 1.5707963705063 1.0985398292542 -1.5707963705063
410688 0.60379588603973 3.7252902984619e-08 0 1.5707963705063 1.0965762138367 -1.5707963705063
410743 0.60629594326019 3.7252902984619e-08 0 1.5707966089249 1.0946128368378 -1.5707966089249
410794 0.60879600048065 3.7252902984619e-08 0 1.5707966089249 1.0926494598389 -1.5707966089249
410846 0.61129605770111 3.7252902984619e-08 0 1.5707966089249 1.0906859636307 -1.5707966089249
410897 0.61379599571228 3.7252902984619e-08 0 1.5707966089249 1.0887222290039 -1.5707963705063
410948 0.61629593372345 3.7252902984619e-08 0 1.5707966089249 1.0867590904236 -1.5707966089249
411002 0.61879599094391 3.7252902984619e-08 0 1.5707966089249 1.0847954750061 -1.5707966089249
411053 0.62129592895508 3.7252902984619e-08 0 1.5707966089249 1.0828320980072 -1.5707966089249
411106 0.62379598617554 3.7252902984619e-08 0 1.5707966089249 1.0808684825897 -1.5707966089249
411158 0.62629592418671 3.7252902984619e-08 0 1.5707966089249 1.0789051055908 -1.5707966089249
411215 0.62879598140717 3.7252902984619e-08 0 1.5707968473434 1.0769416093826 -1.5707966089249
411277 0.63129603862762 3.7252902984619e-08 0 1.5707963705063 1.0749778747559 -1.5707963705063
411332 0.63379597663879 3.7252902984619e-08 0 1.5707966089249 1.073014497757 -1.5707966089249
411383 0.63629603385925 3.7252902984619e-08 0 1.5707966089249 1.0710508823395 -1.5707963705063
411434 0.63879597187042 3.7252902984619e-08 0 1.5707966089249 1.0690875053406 -1.5707966089249
411485 0.64129590988159 3.7252902984619e-08 0 1.5707966089249 1.0671240091324 -1.5707963705063
411541 0.64379596710205 3.7252902984619e-08 0 1.5707968473434 1.0651607513428 -1.5707966089249
